geo,year,immigrant_stock_value,g77_and_oecd_countries.x,income_groups.x,is--country.x,iso3166_1_alpha2.x,unicode_region_subtag.x,iso3166_1_alpha3.x,iso3166_1_numeric.x,iso3166_2.x,landlocked.x,latitude.x,longitude.x,main_religion_2008.x,country_name,un_state.x,world_4region.x,world_6region.x,emigrant_stock_value,g77_and_oecd_countries.y,income_groups.y,is--country.y,iso3166_1_alpha2.y,unicode_region_subtag.y,iso3166_1_alpha3.y,iso3166_1_numeric.y,iso3166_2.y,landlocked.y,latitude.y,longitude.y,main_religion_2008.y,un_state.y,world_4region.y,world_6region.y,net_migration
fro,2015,5485,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,Faeroe Islands,FALSE,europe,europe_central_asia,14777,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,FALSE,europe,europe_central_asia,-9292
fin,2015,314856,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,Finland,TRUE,europe,europe_central_asia,288880,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,TRUE,europe,europe_central_asia,25976
isl,2015,39072,oecd,high_income,TRUE,IS,IS,ISL,352,NA,coastline,65,-18,christian,Iceland,TRUE,europe,europe_central_asia,39053,oecd,high_income,TRUE,IS,IS,ISL,352,NA,coastline,65,-18,christian,TRUE,europe,europe_central_asia,19
irl,2015,759256,oecd,high_income,TRUE,IE,IE,IRL,372,NA,coastline,53,-8,christian,Ireland,TRUE,europe,europe_central_asia,744443,oecd,high_income,TRUE,IE,IE,IRL,372,NA,coastline,53,-8,christian,TRUE,europe,europe_central_asia,14813
gbm,2015,42238,others,high_income,TRUE,IM,IM,IMN,833,NA,coastline,54.15,-4.48333,christian,Isle of Man,FALSE,europe,europe_central_asia,11227,others,high_income,TRUE,IM,IM,IMN,833,NA,coastline,54.15,-4.48333,christian,FALSE,europe,europe_central_asia,31011
lva,2015,265418,others,high_income,TRUE,LV,LV,LVA,428,NA,coastline,57,25,christian,Latvia,TRUE,europe,europe_central_asia,307919,others,high_income,TRUE,LV,LV,LVA,428,NA,coastline,57,25,christian,TRUE,europe,europe_central_asia,-42501
ltu,2015,136021,others,high_income,TRUE,LT,LT,LTU,440,NA,coastline,55.41667,24,christian,Lithuania,TRUE,europe,europe_central_asia,559733,others,high_income,TRUE,LT,LT,LTU,440,NA,coastline,55.41667,24,christian,TRUE,europe,europe_central_asia,-423712
nor,2015,746375,oecd,high_income,TRUE,NO,NO,NOR,578,NA,coastline,62,10,christian,Norway,TRUE,europe,europe_central_asia,190472,oecd,high_income,TRUE,NO,NO,NOR,578,NA,coastline,62,10,christian,TRUE,europe,europe_central_asia,555903
swe,2015,1676264,oecd,high_income,TRUE,SE,SE,SWE,752,NA,coastline,62,15,christian,Sweden,TRUE,europe,europe_central_asia,327091,oecd,high_income,TRUE,SE,SE,SWE,752,NA,coastline,62,15,christian,TRUE,europe,europe_central_asia,1349173
gbr,2015,8411569,oecd,high_income,TRUE,GB,GB,GBR,826,NA,coastline,54.75844,-2.69531,christian,United Kingdom,TRUE,europe,europe_central_asia,4028281,oecd,high_income,TRUE,GB,GB,GBR,826,NA,coastline,54.75844,-2.69531,christian,TRUE,europe,europe_central_asia,4383288
alb,2015,52031,others,upper_middle_income,TRUE,AL,AL,ALB,8,NA,coastline,41,20,muslim,Albania,TRUE,europe,europe_central_asia,1129044,others,upper_middle_income,TRUE,AL,AL,ALB,8,NA,coastline,41,20,muslim,TRUE,europe,europe_central_asia,-1077013
and,2015,42264,others,high_income,TRUE,AD,AD,AND,20,NA,landlocked,42.50779,1.52109,christian,Andorra,TRUE,europe,europe_central_asia,8723,others,high_income,TRUE,AD,AD,AND,20,NA,landlocked,42.50779,1.52109,christian,TRUE,europe,europe_central_asia,33541
bih,2015,38574,g77,upper_middle_income,TRUE,BA,BA,BIH,70,NA,coastline,44.25,17.83333,NA,Bosnia and Herzegovina,TRUE,europe,europe_central_asia,1606003,g77,upper_middle_income,TRUE,BA,BA,BIH,70,NA,coastline,44.25,17.83333,NA,TRUE,europe,europe_central_asia,-1567429
hrv,2015,561093,others,high_income,TRUE,HR,HR,HRV,191,NA,coastline,45.16667,15.5,christian,Croatia,TRUE,europe,europe_central_asia,816168,others,high_income,TRUE,HR,HR,HRV,191,NA,coastline,45.16667,15.5,christian,TRUE,europe,europe_central_asia,-255075
gib,2015,11065,others,NA,TRUE,GI,GI,GIB,292,NA,coastline,36.14474,-5.35257,christian,Gibraltar,FALSE,europe,europe_central_asia,12679,others,NA,TRUE,GI,GI,GIB,292,NA,coastline,36.14474,-5.35257,christian,FALSE,europe,europe_central_asia,-1614
grc,2015,1242924,oecd,high_income,TRUE,GR,GR,GRC,300,NA,coastline,39,22,christian,Greece,TRUE,europe,europe_central_asia,826306,oecd,high_income,TRUE,GR,GR,GRC,300,NA,coastline,39,22,christian,TRUE,europe,europe_central_asia,416618
hos,2015,803,others,NA,TRUE,VA,VA,VAT,336,NA,landlocked,41.90236,12.45332,christian,Holy See,TRUE,europe,europe_central_asia,306,others,NA,TRUE,VA,VA,VAT,336,NA,landlocked,41.90236,12.45332,christian,TRUE,europe,europe_central_asia,497
ita,2015,5805328,oecd,high_income,TRUE,IT,IT,ITA,380,NA,coastline,42.83333,12.83333,christian,Italy,TRUE,europe,europe_central_asia,2692064,oecd,high_income,TRUE,IT,IT,ITA,380,NA,coastline,42.83333,12.83333,christian,TRUE,europe,europe_central_asia,3113264
mlt,2015,52642,others,high_income,TRUE,MT,MT,MLT,470,NA,coastline,35.91667,14.43333,christian,Malta,TRUE,europe,europe_central_asia,103779,others,high_income,TRUE,MT,MT,MLT,470,NA,coastline,35.91667,14.43333,christian,TRUE,europe,europe_central_asia,-51137
mne,2015,71719,others,upper_middle_income,TRUE,ME,ME,MNE,499,NA,coastline,42.75,19.25,christian,Montenegro,TRUE,europe,europe_central_asia,154657,others,upper_middle_income,TRUE,ME,ME,MNE,499,NA,coastline,42.75,19.25,christian,TRUE,europe,europe_central_asia,-82938
mkd,2015,130730,others,upper_middle_income,TRUE,MK,MK,MKD,807,NA,landlocked,41.66667,21.75,christian,North Macedonia,TRUE,europe,europe_central_asia,562907,others,upper_middle_income,TRUE,MK,MK,MKD,807,NA,landlocked,41.66667,21.75,christian,TRUE,europe,europe_central_asia,-432177
prt,2015,864814,oecd,high_income,TRUE,PT,PT,PRT,620,NA,coastline,39.6945,-8.13057,christian,Portugal,TRUE,europe,europe_central_asia,2461470,oecd,high_income,TRUE,PT,PT,PRT,620,NA,coastline,39.6945,-8.13057,christian,TRUE,europe,europe_central_asia,-1596656
smr,2015,5195,others,high_income,TRUE,SM,SM,SMR,674,NA,landlocked,43.93667,12.44639,christian,San Marino,TRUE,europe,europe_central_asia,3656,others,high_income,TRUE,SM,SM,SMR,674,NA,landlocked,43.93667,12.44639,christian,TRUE,europe,europe_central_asia,1539
srb,2015,807441,others,upper_middle_income,TRUE,RS,RS,SRB,688,NA,landlocked,44.81892,20.45998,christian,Serbia,TRUE,europe,europe_central_asia,819273,others,upper_middle_income,TRUE,RS,RS,SRB,688,NA,landlocked,44.81892,20.45998,christian,TRUE,europe,europe_central_asia,-11832
svn,2015,237616,others,high_income,TRUE,SI,SI,SVN,705,NA,coastline,46.08333,15,christian,Slovenia,TRUE,europe,europe_central_asia,138082,others,high_income,TRUE,SI,SI,SVN,705,NA,coastline,46.08333,15,christian,TRUE,europe,europe_central_asia,99534
esp,2015,5891208,oecd,high_income,TRUE,ES,ES,ESP,724,NA,coastline,40,-4,christian,Spain,TRUE,europe,europe_central_asia,1271020,oecd,high_income,TRUE,ES,ES,ESP,724,NA,coastline,40,-4,christian,TRUE,europe,europe_central_asia,4620188
aut,2015,1492374,oecd,high_income,TRUE,AT,AT,AUT,40,NA,landlocked,47.33333,13.33333,christian,Austria,TRUE,europe,europe_central_asia,531451,oecd,high_income,TRUE,AT,AT,AUT,40,NA,landlocked,47.33333,13.33333,christian,TRUE,europe,europe_central_asia,960923
bel,2015,1783488,oecd,high_income,TRUE,BE,BE,BEL,56,NA,coastline,50.75,4.5,christian,Belgium,TRUE,europe,europe_central_asia,532447,oecd,high_income,TRUE,BE,BE,BEL,56,NA,coastline,50.75,4.5,christian,TRUE,europe,europe_central_asia,1251041
fra,2015,7874172,oecd,high_income,TRUE,FR,FR,FRA,250,NA,coastline,46,2,christian,France,TRUE,europe,europe_central_asia,2135048,oecd,high_income,TRUE,FR,FR,FRA,250,NA,coastline,46,2,christian,TRUE,europe,europe_central_asia,5739124
deu,2015,10220418,oecd,high_income,TRUE,DE,DE,DEU,276,NA,coastline,51.5,10.5,christian,Germany,TRUE,europe,europe_central_asia,3756136,oecd,high_income,TRUE,DE,DE,DEU,276,NA,coastline,51.5,10.5,christian,TRUE,europe,europe_central_asia,6464282
lie,2015,23799,others,high_income,TRUE,LI,LI,LIE,438,NA,landlocked,47.16667,9.53333,christian,Liechtenstein,TRUE,europe,europe_central_asia,3574,others,high_income,TRUE,LI,LI,LIE,438,NA,landlocked,47.16667,9.53333,christian,TRUE,europe,europe_central_asia,20225
lux,2015,248888,oecd,high_income,TRUE,LU,LU,LUX,442,NA,landlocked,49.61167,6.13,christian,Luxembourg,TRUE,europe,europe_central_asia,69842,oecd,high_income,TRUE,LU,LU,LUX,442,NA,landlocked,49.61167,6.13,christian,TRUE,europe,europe_central_asia,179046
mco,2015,25983,others,high_income,TRUE,MC,MC,MCO,492,NA,coastline,43.73333,7.41667,christian,Monaco,TRUE,europe,europe_central_asia,29351,others,high_income,TRUE,MC,MC,MCO,492,NA,coastline,43.73333,7.41667,christian,TRUE,europe,europe_central_asia,-3368
nld,2015,1996318,oecd,high_income,TRUE,NL,NL,NLD,528,NA,coastline,52.25,5.75,christian,Netherlands,TRUE,europe,europe_central_asia,897767,oecd,high_income,TRUE,NL,NL,NLD,528,NA,coastline,52.25,5.75,christian,TRUE,europe,europe_central_asia,1098551
che,2015,2416394,oecd,high_income,TRUE,CH,CH,CHE,756,NA,landlocked,47.00016,8.01427,christian,Switzerland,TRUE,europe,europe_central_asia,637550,oecd,high_income,TRUE,CH,CH,CHE,756,NA,landlocked,47.00016,8.01427,christian,TRUE,europe,europe_central_asia,1778844
bmu,2015,19126,others,high_income,TRUE,BM,BM,BMU,60,NA,coastline,32.2949,-64.78303,christian,Bermuda,FALSE,americas,america,16513,others,high_income,TRUE,BM,BM,BMU,60,NA,coastline,32.2949,-64.78303,christian,FALSE,americas,america,2613
can,2015,7428657,oecd,high_income,TRUE,CA,CA,CAN,124,NA,coastline,60.10867,-113.64258,christian,Canada,TRUE,americas,america,1286881,oecd,high_income,TRUE,CA,CA,CAN,124,NA,coastline,60.10867,-113.64258,christian,TRUE,americas,america,6141776
grl,2015,5797,others,high_income,TRUE,GL,GL,GRL,304,NA,coastline,72,-40,christian,Greenland,FALSE,europe,europe_central_asia,18161,others,high_income,TRUE,GL,GL,GRL,304,NA,coastline,72,-40,christian,FALSE,europe,europe_central_asia,-12364
spm,2015,986,others,NA,TRUE,PM,PM,SPM,666,NA,coastline,46.83333,-56.33333,christian,St.-Pierre-et-Miquelon,FALSE,americas,america,2201,others,NA,TRUE,PM,PM,SPM,666,NA,coastline,46.83333,-56.33333,christian,FALSE,americas,america,-1215
usa,2015,48178877,oecd,high_income,TRUE,US,US,USA,840,NA,coastline,39.76,-98.5,christian,United States,TRUE,americas,america,2982435,oecd,high_income,TRUE,US,US,USA,840,NA,coastline,39.76,-98.5,christian,TRUE,americas,america,45196442
bdi,2019,321018,g77,low_income,TRUE,BI,BI,BDI,108,NA,landlocked,-3.5,30,christian,Burundi,TRUE,africa,sub_saharan_africa,623999,g77,low_income,TRUE,BI,BI,BDI,108,NA,landlocked,-3.5,30,christian,TRUE,africa,sub_saharan_africa,-302981
com,2019,12504,g77,low_income,TRUE,KM,KM,COM,174,NA,coastline,-12.23333,44.44553,muslim,Comoros,TRUE,africa,sub_saharan_africa,120297,g77,low_income,TRUE,KM,KM,COM,174,NA,coastline,-12.23333,44.44553,muslim,TRUE,africa,sub_saharan_africa,-107793
dji,2019,115341,g77,lower_middle_income,TRUE,DJ,DJ,DJI,262,NA,coastline,11.58901,43.14503,muslim,Djibouti,TRUE,africa,middle_east_north_africa,18668,g77,lower_middle_income,TRUE,DJ,DJ,DJI,262,NA,coastline,11.58901,43.14503,muslim,TRUE,africa,middle_east_north_africa,96673
eri,2019,16101,g77,low_income,TRUE,ER,ER,ERI,232,NA,coastline,15,39,muslim,Eritrea,TRUE,africa,sub_saharan_africa,751481,g77,low_income,TRUE,ER,ER,ERI,232,NA,coastline,15,39,muslim,TRUE,africa,sub_saharan_africa,-735380
eth,2019,1253083,g77,low_income,TRUE,ET,ET,ETH,231,NA,coastline,9,39.5,christian,Ethiopia,TRUE,africa,sub_saharan_africa,871747,g77,low_income,TRUE,ET,ET,ETH,231,NA,coastline,9,39.5,christian,TRUE,africa,sub_saharan_africa,381336
ken,2019,1044854,g77,low_income,TRUE,KE,KE,KEN,404,NA,coastline,1,38,christian,Kenya,TRUE,africa,sub_saharan_africa,525437,g77,low_income,TRUE,KE,KE,KEN,404,NA,coastline,1,38,christian,TRUE,africa,sub_saharan_africa,519417
mdg,2019,34934,g77,low_income,TRUE,MG,MG,MDG,450,NA,coastline,-20,47,NA,Madagascar,TRUE,africa,sub_saharan_africa,184762,g77,low_income,TRUE,MG,MG,MDG,450,NA,coastline,-20,47,NA,TRUE,africa,sub_saharan_africa,-149828
mwi,2019,247652,g77,low_income,TRUE,MW,MW,MWI,454,NA,landlocked,-13.5,34,christian,Malawi,TRUE,africa,sub_saharan_africa,324541,g77,low_income,TRUE,MW,MW,MWI,454,NA,landlocked,-13.5,34,christian,TRUE,africa,sub_saharan_africa,-76889
mus,2019,28849,g77,upper_middle_income,TRUE,MU,MU,MUS,480,NA,coastline,-20.3,57.58333,NA,Mauritius,TRUE,africa,sub_saharan_africa,188344,g77,upper_middle_income,TRUE,MU,MU,MUS,480,NA,coastline,-20.3,57.58333,NA,TRUE,africa,sub_saharan_africa,-159495
myt,2019,74643,others,NA,TRUE,YT,YT,MYT,175,NA,coastline,-12.83333,45.16667,muslim,Mayotte,FALSE,africa,sub_saharan_africa,6617,others,NA,TRUE,YT,YT,MYT,175,NA,coastline,-12.83333,45.16667,muslim,FALSE,africa,sub_saharan_africa,68026
moz,2019,334665,g77,low_income,TRUE,MZ,MZ,MOZ,508,NA,coastline,-18.25,35,christian,Mozambique,TRUE,africa,sub_saharan_africa,1013416,g77,low_income,TRUE,MZ,MZ,MOZ,508,NA,coastline,-18.25,35,christian,TRUE,africa,sub_saharan_africa,-678751
reu,2019,129153,others,NA,TRUE,RE,RE,REU,638,NA,coastline,-20.88231,55.4504,christian,Reunion,FALSE,africa,sub_saharan_africa,133769,others,NA,TRUE,RE,RE,REU,638,NA,coastline,-20.88231,55.4504,christian,FALSE,africa,sub_saharan_africa,-4616
rwa,2019,539932,g77,low_income,TRUE,RW,RW,RWA,646,NA,landlocked,-2,30,christian,Rwanda,TRUE,africa,sub_saharan_africa,588544,g77,low_income,TRUE,RW,RW,RWA,646,NA,landlocked,-2,30,christian,TRUE,africa,sub_saharan_africa,-48612
syc,2019,12926,g77,upper_middle_income,TRUE,SC,SC,SYC,690,NA,coastline,-4.58333,55.66667,christian,Seychelles,TRUE,africa,sub_saharan_africa,36788,g77,upper_middle_income,TRUE,SC,SC,SYC,690,NA,coastline,-4.58333,55.66667,christian,TRUE,africa,sub_saharan_africa,-23862
som,2019,52131,g77,low_income,TRUE,SO,SO,SOM,706,NA,coastline,6,48,muslim,Somalia,TRUE,africa,sub_saharan_africa,2054377,g77,low_income,TRUE,SO,SO,SOM,706,NA,coastline,6,48,muslim,TRUE,africa,sub_saharan_africa,-2002246
ssd,2019,865552,NA,low_income,TRUE,SS,SS,SSD,728,NA,landlocked,7.5,30,NA,South Sudan,TRUE,africa,sub_saharan_africa,2608218,NA,low_income,TRUE,SS,SS,SSD,728,NA,landlocked,7.5,30,NA,TRUE,africa,sub_saharan_africa,-1742666
uga,2019,1734166,g77,low_income,TRUE,UG,UG,UGA,800,NA,landlocked,1.25,32.5,christian,Uganda,TRUE,africa,sub_saharan_africa,734951,g77,low_income,TRUE,UG,UG,UGA,800,NA,landlocked,1.25,32.5,christian,TRUE,africa,sub_saharan_africa,999215
tza,2019,509166,g77,low_income,TRUE,TZ,TZ,TZA,834,NA,coastline,-6,35,christian,Tanzania,TRUE,africa,sub_saharan_africa,323173,g77,low_income,TRUE,TZ,TZ,TZA,834,NA,coastline,-6,35,christian,TRUE,africa,sub_saharan_africa,185993
zmb,2019,170249,g77,lower_middle_income,TRUE,ZM,ZM,ZMB,894,NA,landlocked,-14.33333,28.5,christian,Zambia,TRUE,africa,sub_saharan_africa,493087,g77,lower_middle_income,TRUE,ZM,ZM,ZMB,894,NA,landlocked,-14.33333,28.5,christian,TRUE,africa,sub_saharan_africa,-322838
zwe,2019,411257,g77,low_income,TRUE,ZW,ZW,ZWE,716,NA,landlocked,-19,29.75,christian,Zimbabwe,TRUE,africa,sub_saharan_africa,933654,g77,low_income,TRUE,ZW,ZW,ZWE,716,NA,landlocked,-19,29.75,christian,TRUE,africa,sub_saharan_africa,-522397
ago,2019,669479,g77,upper_middle_income,TRUE,AO,AO,AGO,24,NA,coastline,-12.5,18.5,christian,Angola,TRUE,africa,sub_saharan_africa,661590,g77,upper_middle_income,TRUE,AO,AO,AGO,24,NA,coastline,-12.5,18.5,christian,TRUE,africa,sub_saharan_africa,7889
cmr,2019,505692,g77,lower_middle_income,TRUE,CM,CM,CMR,120,NA,coastline,6,12.5,christian,Cameroon,TRUE,africa,sub_saharan_africa,383029,g77,lower_middle_income,TRUE,CM,CM,CMR,120,NA,coastline,6,12.5,christian,TRUE,africa,sub_saharan_africa,122663
caf,2019,90649,g77,low_income,TRUE,CF,CF,CAF,140,NA,landlocked,7,21,NA,Central African Republic,TRUE,africa,sub_saharan_africa,767884,g77,low_income,TRUE,CF,CF,CAF,140,NA,landlocked,7,21,NA,TRUE,africa,sub_saharan_africa,-677235
tcd,2019,512230,g77,low_income,TRUE,TD,TD,TCD,148,NA,landlocked,15,19,muslim,Chad,TRUE,africa,sub_saharan_africa,206400,g77,low_income,TRUE,TD,TD,TCD,148,NA,landlocked,15,19,muslim,TRUE,africa,sub_saharan_africa,305830
cog,2019,402142,g77,lower_middle_income,TRUE,CG,CG,COG,178,NA,coastline,-1,15.5,christian,"Congo, Rep.",TRUE,africa,sub_saharan_africa,239397,g77,lower_middle_income,TRUE,CG,CG,COG,178,NA,coastline,-1,15.5,christian,TRUE,africa,sub_saharan_africa,162745
cod,2019,963833,g77,low_income,TRUE,CD,CD,COD,180,NA,landlocked,-2.5,23.5,christian,"Congo, Dem. Rep.",TRUE,africa,sub_saharan_africa,1684615,g77,low_income,TRUE,CD,CD,COD,180,NA,landlocked,-2.5,23.5,christian,TRUE,africa,sub_saharan_africa,-720782
gnq,2019,227617,g77,high_income,TRUE,GQ,GQ,GNQ,226,NA,coastline,1.7,10.5,christian,Equatorial Guinea,TRUE,africa,sub_saharan_africa,125670,g77,high_income,TRUE,GQ,GQ,GNQ,226,NA,coastline,1.7,10.5,christian,TRUE,africa,sub_saharan_africa,101947
gab,2019,411463,g77,upper_middle_income,TRUE,GA,GA,GAB,266,NA,coastline,-1,11.75,christian,Gabon,TRUE,africa,sub_saharan_africa,46684,g77,upper_middle_income,TRUE,GA,GA,GAB,266,NA,coastline,-1,11.75,christian,TRUE,africa,sub_saharan_africa,364779
stp,2019,2174,g77,lower_middle_income,TRUE,ST,ST,STP,678,NA,coastline,1,7,christian,Sao Tome and Principe,TRUE,africa,sub_saharan_africa,37013,g77,lower_middle_income,TRUE,ST,ST,STP,678,NA,coastline,1,7,christian,TRUE,africa,sub_saharan_africa,-34839
bwa,2019,110596,g77,upper_middle_income,TRUE,BW,BW,BWA,72,NA,landlocked,-22,24,christian,Botswana,TRUE,africa,sub_saharan_africa,86501,g77,upper_middle_income,TRUE,BW,BW,BWA,72,NA,landlocked,-22,24,christian,TRUE,africa,sub_saharan_africa,24095
swz,2019,32310,g77,lower_middle_income,TRUE,SZ,SZ,SWZ,748,NA,landlocked,-26.5,31.5,christian,Swaziland,TRUE,africa,sub_saharan_africa,108188,g77,lower_middle_income,TRUE,SZ,SZ,SWZ,748,NA,landlocked,-26.5,31.5,christian,TRUE,africa,sub_saharan_africa,-75878
lso,2019,6928,g77,lower_middle_income,TRUE,LS,LS,LSO,426,NA,landlocked,-29.5,28.25,christian,Lesotho,TRUE,africa,sub_saharan_africa,341580,g77,lower_middle_income,TRUE,LS,LS,LSO,426,NA,landlocked,-29.5,28.25,christian,TRUE,africa,sub_saharan_africa,-334652
nam,2019,107561,g77,upper_middle_income,TRUE,NA,NA,NAM,516,NA,coastline,-22,17,christian,Namibia,TRUE,africa,sub_saharan_africa,195515,g77,upper_middle_income,TRUE,NA,NA,NAM,516,NA,coastline,-22,17,christian,TRUE,africa,sub_saharan_africa,-87954
zaf,2019,4224256,g77,upper_middle_income,TRUE,ZA,ZA,ZAF,710,NA,coastline,-29,24,christian,South Africa,TRUE,africa,sub_saharan_africa,824601,g77,upper_middle_income,TRUE,ZA,ZA,ZAF,710,NA,coastline,-29,24,christian,TRUE,africa,sub_saharan_africa,3399655
ben,2019,390112,g77,low_income,TRUE,BJ,BJ,BEN,204,NA,coastline,9.5,2.25,NA,Benin,TRUE,africa,sub_saharan_africa,666357,g77,low_income,TRUE,BJ,BJ,BEN,204,NA,coastline,9.5,2.25,NA,TRUE,africa,sub_saharan_africa,-276245
bfa,2019,718338,g77,low_income,TRUE,BF,BF,BFA,854,NA,landlocked,12.5,-1.66667,muslim,Burkina Faso,TRUE,africa,sub_saharan_africa,1581083,g77,low_income,TRUE,BF,BF,BFA,854,NA,landlocked,12.5,-1.66667,muslim,TRUE,africa,sub_saharan_africa,-862745
cpv,2019,15664,g77,lower_middle_income,TRUE,CV,CV,CPV,132,NA,coastline,16,-24,christian,Cape Verde,TRUE,africa,sub_saharan_africa,186372,g77,lower_middle_income,TRUE,CV,CV,CPV,132,NA,coastline,16,-24,christian,TRUE,africa,sub_saharan_africa,-170708
civ,2019,2549141,g77,lower_middle_income,TRUE,CI,CI,CIV,384,NA,coastline,8,-5.5,NA,Cote d'Ivoire,TRUE,africa,sub_saharan_africa,1114003,g77,lower_middle_income,TRUE,CI,CI,CIV,384,NA,coastline,8,-5.5,NA,TRUE,africa,sub_saharan_africa,1435138
gmb,2019,215406,g77,low_income,TRUE,GM,GM,GMB,270,NA,coastline,13.5,-15.5,muslim,Gambia,TRUE,africa,sub_saharan_africa,118483,g77,low_income,TRUE,GM,GM,GMB,270,NA,coastline,13.5,-15.5,muslim,TRUE,africa,sub_saharan_africa,96923
gha,2019,466780,g77,lower_middle_income,TRUE,GH,GH,GHA,288,NA,coastline,8.1,-1.2,christian,Ghana,TRUE,africa,sub_saharan_africa,970625,g77,lower_middle_income,TRUE,GH,GH,GHA,288,NA,coastline,8.1,-1.2,christian,TRUE,africa,sub_saharan_africa,-503845
gin,2019,120642,g77,low_income,TRUE,GN,GN,GIN,324,NA,coastline,10.83333,-10.66667,muslim,Guinea,TRUE,africa,sub_saharan_africa,530963,g77,low_income,TRUE,GN,GN,GIN,324,NA,coastline,10.83333,-10.66667,muslim,TRUE,africa,sub_saharan_africa,-410321
gnb,2019,26916,g77,low_income,TRUE,GW,GW,GNB,624,NA,coastline,12,-15,NA,Guinea-Bissau,TRUE,africa,sub_saharan_africa,103587,g77,low_income,TRUE,GW,GW,GNB,624,NA,coastline,12,-15,NA,TRUE,africa,sub_saharan_africa,-76671
lbr,2019,94448,g77,low_income,TRUE,LR,LR,LBR,430,NA,coastline,6.5,-9.5,NA,Liberia,TRUE,africa,sub_saharan_africa,219338,g77,low_income,TRUE,LR,LR,LBR,430,NA,coastline,6.5,-9.5,NA,TRUE,africa,sub_saharan_africa,-124890
mli,2019,468230,g77,low_income,TRUE,ML,ML,MLI,466,NA,landlocked,18,-2,muslim,Mali,TRUE,africa,sub_saharan_africa,1264700,g77,low_income,TRUE,ML,ML,MLI,466,NA,landlocked,18,-2,muslim,TRUE,africa,sub_saharan_africa,-796470
mrt,2019,172987,g77,lower_middle_income,TRUE,MR,MR,MRT,478,NA,coastline,20.25,-10.5,muslim,Mauritania,TRUE,africa,sub_saharan_africa,128506,g77,lower_middle_income,TRUE,MR,MR,MRT,478,NA,coastline,20.25,-10.5,muslim,TRUE,africa,sub_saharan_africa,44481
ner,2019,294161,g77,low_income,TRUE,NE,NE,NER,562,NA,landlocked,18,9,muslim,Niger,TRUE,africa,sub_saharan_africa,401653,g77,low_income,TRUE,NE,NE,NER,562,NA,landlocked,18,9,muslim,TRUE,africa,sub_saharan_africa,-107492
nga,2019,1256408,g77,lower_middle_income,TRUE,NG,NG,NGA,566,NA,coastline,10,8,NA,Nigeria,TRUE,africa,sub_saharan_africa,1438331,g77,lower_middle_income,TRUE,NG,NG,NGA,566,NA,coastline,10,8,NA,TRUE,africa,sub_saharan_africa,-181923
shn,2019,433,others,NA,TRUE,SH,SH,SHN,654,NA,coastline,-15.95,-5.7,christian,St. Helena,FALSE,africa,sub_saharan_africa,6596,others,NA,TRUE,SH,SH,SHN,654,NA,coastline,-15.95,-5.7,christian,FALSE,africa,sub_saharan_africa,-6163
sen,2019,275239,g77,lower_middle_income,TRUE,SN,SN,SEN,686,NA,coastline,14.5,-14.25,muslim,Senegal,TRUE,africa,sub_saharan_africa,642654,g77,lower_middle_income,TRUE,SN,SN,SEN,686,NA,coastline,14.5,-14.25,muslim,TRUE,africa,sub_saharan_africa,-367415
sle,2019,54332,g77,low_income,TRUE,SL,SL,SLE,694,NA,coastline,8.5,-11.5,NA,Sierra Leone,TRUE,africa,sub_saharan_africa,187102,g77,low_income,TRUE,SL,SL,SLE,694,NA,coastline,8.5,-11.5,NA,TRUE,africa,sub_saharan_africa,-132770
tgo,2019,279142,g77,low_income,TRUE,TG,TG,TGO,768,NA,coastline,8.66667,1.08333,NA,Togo,TRUE,africa,sub_saharan_africa,543277,g77,low_income,TRUE,TG,TG,TGO,768,NA,coastline,8.66667,1.08333,NA,TRUE,africa,sub_saharan_africa,-264135
dza,2019,249075,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,Algeria,TRUE,africa,middle_east_north_africa,1944784,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,TRUE,africa,middle_east_north_africa,-1695709
egy,2019,504053,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,Egypt,TRUE,africa,middle_east_north_africa,3547626,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,TRUE,africa,middle_east_north_africa,-3043573
lby,2019,818216,g77,upper_middle_income,TRUE,LY,LY,LBY,434,NA,coastline,28,17,muslim,Libya,TRUE,africa,middle_east_north_africa,180586,g77,upper_middle_income,TRUE,LY,LY,LBY,434,NA,coastline,28,17,muslim,TRUE,africa,middle_east_north_africa,637630
mar,2019,98574,g77,lower_middle_income,TRUE,MA,MA,MAR,504,NA,coastline,32,-6,muslim,Morocco,TRUE,africa,middle_east_north_africa,3136069,g77,lower_middle_income,TRUE,MA,MA,MAR,504,NA,coastline,32,-6,muslim,TRUE,africa,middle_east_north_africa,-3037495
sdn,2019,1223092,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,Sudan,TRUE,africa,sub_saharan_africa,2040613,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,TRUE,africa,sub_saharan_africa,-817521
